yr,ts,j,value
1998,taxes,pip,0.029
2004,taxes,pip,0.027
2000,taxes,pip,0.038
1997,taxes,pip,0.031
2007,taxes,pip,0.04
2010,taxes,pip,0.043000000000000003
2003,taxes,pip,0.03
2011,taxes,pip,0.053
2001,taxes,pip,0.061
2008,subsidies,pip,-0.0
2009,subsidies,pip,-0.0
2005,subsidies,pip,-0.0
2006,subsidies,pip,-0.0
2012,subsidies,pip,-0.0
2014,subsidies,pip,-0.0
2013,subsidies,pip,-0.0
1999,subsidies,pip,-0.0
2002,subsidies,pip,-0.0
2017,subsidies,pip,-0.0
2016,subsidies,pip,-0.0
2015,subsidies,pip,-0.0
1998,subsidies,pip,-0.0
2004,subsidies,pip,-0.0
2000,subsidies,pip,-0.0
1997,subsidies,pip,-0.0
2007,subsidies,pip,-0.0
2010,subsidies,pip,-0.0
2003,subsidies,pip,-0.0
2011,subsidies,pip,-0.0
2001,subsidies,pip,-0.0
2008,taxes,sle,0.467
2009,taxes,sle,0.47700000000000004
2005,taxes,sle,0.40700000000000003
2006,taxes,sle,0.432
2012,taxes,sle,0.526
2014,taxes,sle,0.544
2013,taxes,sle,0.534
1999,taxes,sle,0.264
2002,taxes,sle,0.33
2017,taxes,sle,0.5670000000000001
2016,taxes,sle,0.562
2015,taxes,sle,0.558
1998,taxes,sle,0.25
2004,taxes,sle,0.377
2000,taxes,sle,0.289
1997,taxes,sle,0.248
2007,taxes,sle,0.458
2010,taxes,sle,0.501
2003,taxes,sle,0.35000000000000003
2011,taxes,sle,0.522
2001,taxes,sle,0.323
2008,subsidies,sle,16.482
2009,subsidies,sle,18.138
2005,subsidies,sle,15.061
2006,subsidies,sle,15.530000000000001
2012,subsidies,sle,17.92
2014,subsidies,sle,18.453
2013,subsidies,sle,17.954
1999,subsidies,sle,11.328
2002,subsidies,sle,13.237
2017,subsidies,sle,19.471
2016,subsidies,sle,20.408
2015,subsidies,sle,19.022000000000002
1998,subsidies,sle,11.218
2004,subsidies,sle,14.8
2000,subsidies,sle,10.601
1997,subsidies,sle,13.138
2007,subsidies,sle,16.099
2010,subsidies,sle,17.962
2003,subsidies,sle,14.037
2011,subsidies,sle,18.665
2001,subsidies,sle,11.202
2008,taxes,osv,8.949
2009,taxes,osv,8.452
2005,taxes,osv,7.841
2006,taxes,osv,8.456
2012,taxes,osv,10.166
2014,taxes,osv,11.586
2013,taxes,osv,10.966000000000001
1999,taxes,osv,6.34
2002,taxes,osv,6.671
2017,taxes,osv,13.042
2016,taxes,osv,12.506
2015,taxes,osv,12.095
1998,taxes,osv,5.9270000000000005
2004,taxes,osv,7.304
2000,taxes,osv,6.573
1997,taxes,osv,5.634
2007,taxes,osv,8.759
2010,taxes,osv,8.809000000000001
2003,taxes,osv,6.793
2011,taxes,osv,9.551
2001,taxes,osv,6.731
2008,subsidies,osv,-0.0
2009,subsidies,osv,-0.0
2005,subsidies,osv,-0.0
2006,subsidies,osv,-0.0
2012,subsidies,osv,-0.0
2014,subsidies,osv,-0.0
2013,subsidies,osv,-0.0
1999,subsidies,osv,-0.0
2002,subsidies,osv,-0.0
2017,subsidies,osv,-0.0
2016,subsidies,osv,-0.0
2015,subsidies,osv,-0.0
1998,subsidies,osv,-0.0
2004,subsidies,osv,-0.0
2000,subsidies,osv,-0.0
1997,subsidies,osv,-0.0
2007,subsidies,osv,-0.0
2010,subsidies,osv,-0.0
2003,subsidies,osv,-0.0
2011,subsidies,osv,-0.0
2001,subsidies,osv,-0.0
2008,taxes,trn,0.6980000000000001
2009,taxes,trn,0.6940000000000001
2005,taxes,trn,0.389
2006,taxes,trn,0.442
2012,taxes,trn,0.791
2014,taxes,trn,0.798
2013,taxes,trn,0.792
1999,taxes,trn,0.273
2002,taxes,trn,0.342
2017,taxes,trn,0.772
2016,taxes,trn,0.77
2015,taxes,trn,0.79
1998,taxes,trn,0.257
2004,taxes,trn,0.37
2000,taxes,trn,0.259
1997,taxes,trn,0.232
2007,taxes,trn,0.432
2010,taxes,trn,0.739
2003,taxes,trn,0.352
2011,taxes,trn,0.711
2001,taxes,trn,0.335
2008,subsidies,trn,1.799
2009,subsidies,trn,2.2680000000000002
2005,subsidies,trn,1.7530000000000001
2006,subsidies,trn,1.6540000000000001
2012,subsidies,trn,1.848
2014,subsidies,trn,1.778
2013,subsidies,trn,1.865
1999,subsidies,trn,1.027
2002,subsidies,trn,1.5070000000000001
2017,subsidies,trn,2.263
2016,subsidies,trn,1.928
2015,subsidies,trn,1.863
1998,subsidies,trn,0.868
2004,subsidies,trn,1.606
2000,subsidies,trn,1.088
1997,subsidies,trn,1.118
2007,subsidies,trn,1.498
2010,subsidies,trn,2.781
2003,subsidies,trn,1.3960000000000001
2011,subsidies,trn,2.235
2001,subsidies,trn,1.0190000000000001
2008,taxes,smn,0.183
2009,taxes,smn,0.138
2005,taxes,smn,0.08700000000000001
2006,taxes,smn,0.114
2012,taxes,smn,0.297
2014,taxes,smn,0.365
2013,taxes,smn,0.303
1999,taxes,smn,0.041
2002,taxes,smn,0.052000000000000005
2017,taxes,smn,0.23600000000000002
2016,taxes,smn,0.194
2015,taxes,smn,0.289
1998,taxes,smn,0.045
2004,taxes,smn,0.064
2000,taxes,smn,0.047
1997,taxes,smn,0.044
2007,taxes,smn,0.151
2010,taxes,smn,0.158
2003,taxes,smn,0.057
2011,taxes,smn,0.243
2001,taxes,smn,0.054
2008,subsidies,smn,-0.0
2009,subsidies,smn,-0.0
2005,subsidies,smn,-0.0
2006,subsidies,smn,-0.0
2012,subsidies,smn,-0.0
2014,subsidies,smn,-0.0
2013,subsidies,smn,-0.0
1999,subsidies,smn,-0.0
2002,subsidies,smn,-0.0
2017,subsidies,smn,-0.0
2016,subsidies,smn,-0.0
2015,subsidies,smn,-0.0
1998,subsidies,smn,-0.0
2004,subsidies,smn,-0.0
2000,subsidies,smn,-0.0
1997,subsidies,smn,-0.0
2007,subsidies,smn,-0.0
2010,subsidies,smn,-0.0
2003,subsidies,smn,-0.0
2011,subsidies,smn,-0.0
2001,subsidies,smn,-0.0
2008,taxes,fmt,0.366
2009,taxes,fmt,-0.01
2005,taxes,fmt,0.152
2006,taxes,fmt,0.217
2012,taxes,fmt,0.266
2014,taxes,fmt,0.684
2013,taxes,fmt,0.877
1999,taxes,fmt,0.229
2002,taxes,fmt,0.17200000000000001
2017,taxes,fmt,0.441
2016,taxes,fmt,0.396
2015,taxes,fmt,0.5650000000000001
1998,taxes,fmt,0.181
2004,taxes,fmt,0.217
2000,taxes,fmt,0.20500000000000002
1997,taxes,fmt,0.196
2007,taxes,fmt,0.133
2010,taxes,fmt,0.076
2003,taxes,fmt,0.177
2011,taxes,fmt,0.41300000000000003
2001,taxes,fmt,0.17400000000000002
2008,subsidies,fmt,-0.0
2009,subsidies,fmt,-0.0
2005,subsidies,fmt,-0.0
2006,subsidies,fmt,-0.0
2012,subsidies,fmt,-0.0
2014,subsidies,fmt,-0.0
2013,subsidies,fmt,-0.0
1999,subsidies,fmt,-0.0
2002,subsidies,fmt,-0.0
2017,subsidies,fmt,-0.0
2016,subsidies,fmt,-0.0
2015,subsidies,fmt,-0.0
1998,subsidies,fmt,-0.0
2004,subsidies,fmt,-0.0
2000,subsidies,fmt,-0.0
1997,subsidies,fmt,-0.0
2007,subsidies,fmt,-0.0
2010,subsidies,fmt,-0.0
2003,subsidies,fmt,-0.0
2011,subsidies,fmt,-0.0
2001,subsidies,fmt,-0.0
2008,taxes,pet,0.355
2009,taxes,pet,0.198
2005,taxes,pet,0.179
2006,taxes,pet,0.245
2012,taxes,pet,0.379
2014,taxes,pet,0.527
2013,taxes,pet,0.5630000000000001
1999,taxes,pet,0.112
2002,taxes,pet,0.108
2017,taxes,pet,0.501
2016,taxes,pet,0.47000000000000003
2015,taxes,pet,0.538
1998,taxes,pet,0.11
2004,taxes,pet,0.154
2000,taxes,pet,0.127
1997,taxes,pet,0.11800000000000001
2007,taxes,pet,0.222
2010,taxes,pet,0.243
2003,taxes,pet,0.131
2011,taxes,pet,0.446
2001,taxes,pet,0.113
2008,subsidies,pet,-0.0
2009,subsidies,pet,0.025
2005,subsidies,pet,-0.0
2006,subsidies,pet,-0.0
2012,subsidies,pet,0.234
2014,subsidies,pet,0.138
2013,subsidies,pet,0.038
1999,subsidies,pet,-0.0
2002,subsidies,pet,-0.0
2017,subsidies,pet,1.287
2016,subsidies,pet,0.088
2015,subsidies,pet,0.079
1998,subsidies,pet,-0.0
2004,subsidies,pet,-0.0
2000,subsidies,pet,-0.0
1997,subsidies,pet,-0.0
2007,subsidies,pet,-0.0
2010,subsidies,pet,0.132
2003,subsidies,pet,-0.0
2011,subsidies,pet,0.049
2001,subsidies,pet,-0.0
2008,taxes,mvt,29.076
2009,taxes,mvt,25.689
2005,taxes,mvt,31.519000000000002
2006,taxes,mvt,32.671
2012,taxes,mvt,34.244
2014,taxes,mvt,40.25
2013,taxes,mvt,37.558
1999,taxes,mvt,26.104
2002,taxes,mvt,27.318
2017,taxes,mvt,46.300000000000004
2016,taxes,mvt,45.24
2015,taxes,mvt,43.562
1998,taxes,mvt,21.596
2004,taxes,mvt,29.875
2000,taxes,mvt,25.678
1997,taxes,mvt,21.55
2007,taxes,mvt,32.629
2010,taxes,mvt,28.953
2003,taxes,mvt,28.697
2011,taxes,mvt,31.6
2001,taxes,mvt,19.921
2008,subsidies,mvt,-0.0
2009,subsidies,mvt,2.9050000000000002
2005,subsidies,mvt,-0.0
2006,subsidies,mvt,-0.0
2012,subsidies,mvt,-0.0
2014,subsidies,mvt,-0.0
2013,subsidies,mvt,-0.0
1999,subsidies,mvt,-0.0
2002,subsidies,mvt,-0.0
2017,subsidies,mvt,-0.0
2016,subsidies,mvt,-0.0
2015,subsidies,mvt,-0.0
1998,subsidies,mvt,-0.0
2004,subsidies,mvt,-0.0
2000,subsidies,mvt,-0.0
1997,subsidies,mvt,-0.0
2007,subsidies,mvt,-0.0
2010,subsidies,mvt,0.312
2003,subsidies,mvt,-0.0
2011,subsidies,mvt,0.003
2001,subsidies,mvt,-0.0
2008,taxes,cep,0.263
2009,taxes,cep,0.23900000000000002
2005,taxes,cep,0.242
2006,taxes,cep,0.267
2012,taxes,cep,0.303
2014,taxes,cep,0.853
2013,taxes,cep,0.791
1999,taxes,cep,0.248
2002,taxes,cep,0.219
2017,taxes,cep,0.352
2016,taxes,cep,0.339
2015,taxes,cep,0.852
1998,taxes,cep,0.243
2004,taxes,cep,0.225
2000,taxes,cep,0.28600000000000003
1997,taxes,cep,0.217
2007,taxes,cep,0.271
2010,taxes,cep,0.268
2003,taxes,cep,0.213
2011,taxes,cep,0.299
2001,taxes,cep,0.258
2008,subsidies,cep,-0.0
2009,subsidies,cep,-0.0
2005,subsidies,cep,-0.0
2006,subsidies,cep,-0.0
2012,subsidies,cep,-0.0
2014,subsidies,cep,-0.0
2013,subsidies,cep,-0.0
1999,subsidies,cep,-0.0
2002,subsidies,cep,-0.0
2017,subsidies,cep,-0.0
2016,subsidies,cep,-0.0
2015,subsidies,cep,-0.0
1998,subsidies,cep,-0.0
2004,subsidies,cep,-0.0
2000,subsidies,cep,-0.0
1997,subsidies,cep,-0.0
2007,subsidies,cep,-0.0
2010,subsidies,cep,-0.0
2003,subsidies,cep,-0.0
2011,subsidies,cep,-0.0
2001,subsidies,cep,-0.0
2008,taxes,wst,1.068
2009,taxes,wst,1.03
2005,taxes,wst,0.774
2006,taxes,wst,0.857
2012,taxes,wst,1.424
2014,taxes,wst,1.6400000000000001
2013,taxes,wst,1.5190000000000001
1999,taxes,wst,0.58
2002,taxes,wst,0.632
2017,taxes,wst,1.889
2016,taxes,wst,1.7630000000000001
2015,taxes,wst,1.715
1998,taxes,wst,0.53
2004,taxes,wst,0.744
2000,taxes,wst,0.5750000000000001
1997,taxes,wst,0.504
2007,taxes,wst,0.994
2010,taxes,wst,1.18
2003,taxes,wst,0.682
2011,taxes,wst,1.288
2001,taxes,wst,0.598
2008,subsidies,wst,-0.0
2009,subsidies,wst,-0.0
2005,subsidies,wst,-0.0
2006,subsidies,wst,-0.0
2012,subsidies,wst,-0.0
2014,subsidies,wst,-0.0
2013,subsidies,wst,-0.0
1999,subsidies,wst,-0.0
2002,subsidies,wst,-0.0
2017,subsidies,wst,-0.0
2016,subsidies,wst,-0.0
2015,subsidies,wst,-0.0
1998,subsidies,wst,-0.0
2004,subsidies,wst,-0.0
2000,subsidies,wst,-0.0
1997,subsidies,wst,-0.0
2007,subsidies,wst,-0.0
2010,subsidies,wst,-0.0
2003,subsidies,wst,-0.0
2011,subsidies,wst,-0.0
2001,subsidies,wst,-0.0
2008,taxes,mot,0.221
2009,taxes,mot,0.065
2005,taxes,mot,0.168
2006,taxes,mot,0.212
2012,taxes,mot,0.151
2014,taxes,mot,0.197
2013,taxes,mot,0.201
1999,taxes,mot,0.17400000000000002
2002,taxes,mot,0.165
2017,taxes,mot,0.211
2016,taxes,mot,0.198
2015,taxes,mot,0.211
1998,taxes,mot,0.167
2004,taxes,mot,0.22
2000,taxes,mot,0.178
1997,taxes,mot,0.169
2007,taxes,mot,0.134
2010,taxes,mot,0.107
2003,taxes,mot,0.188
2011,taxes,mot,0.179
2001,taxes,mot,0.169
2008,subsidies,mot,-0.0
2009,subsidies,mot,-0.0
2005,subsidies,mot,-0.0
2006,subsidies,mot,-0.0
2012,subsidies,mot,-0.0
2014,subsidies,mot,-0.0
2013,subsidies,mot,-0.0
1999,subsidies,mot,-0.0
2002,subsidies,mot,-0.0
2017,subsidies,mot,-0.0
2016,subsidies,mot,-0.0
2015,subsidies,mot,-0.0
1998,subsidies,mot,-0.0
2004,subsidies,mot,-0.0
2000,subsidies,mot,-0.0
1997,subsidies,mot,-0.0
2007,subsidies,mot,-0.0
2010,subsidies,mot,-0.0
2003,subsidies,mot,-0.0
2011,subsidies,mot,-0.0
2001,subsidies,mot,-0.0
2008,taxes,adm,4.1290000000000004
2009,taxes,adm,3.757
2005,taxes,adm,3.456
2006,taxes,adm,3.701
2012,taxes,adm,4.743
2014,taxes,adm,5.464
2013,taxes,adm,5.074
1999,taxes,adm,2.951
2002,taxes,adm,2.886
2017,taxes,adm,6.221
2016,taxes,adm,5.964
2015,taxes,adm,5.784
1998,taxes,adm,2.736
2004,taxes,adm,3.1910000000000003
2000,taxes,adm,2.811
1997,taxes,adm,2.529
2007,taxes,adm,3.989
2010,taxes,adm,4.014
2003,taxes,adm,2.931
2011,taxes,adm,4.425
2001,taxes,adm,2.8770000000000002
2008,subsidies,adm,-0.0
2009,subsidies,adm,-0.0
2005,subsidies,adm,-0.0
2006,subsidies,adm,-0.0
2012,subsidies,adm,-0.0
2014,subsidies,adm,-0.0
2013,subsidies,adm,-0.0
1999,subsidies,adm,-0.0
2002,subsidies,adm,-0.0
2017,subsidies,adm,-0.0
2016,subsidies,adm,-0.0
2015,subsidies,adm,-0.0
1998,subsidies,adm,-0.0
2004,subsidies,adm,-0.0
2000,subsidies,adm,-0.0
1997,subsidies,adm,-0.0
2007,subsidies,adm,-0.0
2010,subsidies,adm,-0.0
2003,subsidies,adm,-0.0
2011,subsidies,adm,-0.0
2001,subsidies,adm,-0.0
2008,taxes,soc,0.586
2009,taxes,soc,0.595
2005,taxes,soc,0.462
2006,taxes,soc,0.496
2012,taxes,soc,0.679
2014,taxes,soc,0.782
2013,taxes,soc,0.75
1999,taxes,soc,0.274
2002,taxes,soc,0.37
2017,taxes,soc,0.899
2016,taxes,soc,0.857
2015,taxes,soc,0.8190000000000001
1998,taxes,soc,0.252
2004,taxes,soc,0.437
2000,taxes,soc,0.301
1997,taxes,soc,0.232
2007,taxes,soc,0.555
2010,taxes,soc,0.641
2003,taxes,soc,0.394
2011,taxes,soc,0.651
2001,taxes,soc,0.341
2008,subsidies,soc,-0.0
2009,subsidies,soc,-0.0
2005,subsidies,soc,-0.0
2006,subsidies,soc,-0.0
2012,subsidies,soc,-0.0
2014,subsidies,soc,-0.0
2013,subsidies,soc,-0.0
1999,subsidies,soc,-0.0
2002,subsidies,soc,-0.0
2017,subsidies,soc,-0.0
2016,subsidies,soc,-0.0
2015,subsidies,soc,-0.0
1998,subsidies,soc,-0.0
2004,subsidies,soc,-0.0
2000,subsidies,soc,-0.0
1997,subsidies,soc,-0.0
2007,subsidies,soc,-0.0
2010,subsidies,soc,-0.0
2003,subsidies,soc,-0.0
2011,subsidies,soc,-0.0
2001,subsidies,soc,-0.0
2008,taxes,alt,0.014
2009,taxes,alt,0.012
2005,taxes,alt,0.014
2006,taxes,alt,0.014
2012,taxes,alt,0.011
2014,taxes,alt,0.011
2013,taxes,alt,0.011
1999,taxes,alt,0.018000000000000002
2002,taxes,alt,0.014
2017,taxes,alt,0.011
2016,taxes,alt,0.011
2015,taxes,alt,0.011
1998,taxes,alt,0.02
2004,taxes,alt,0.014
2000,taxes,alt,0.017
1997,taxes,alt,0.022
2007,taxes,alt,0.014
2010,taxes,alt,0.012
2003,taxes,alt,0.014
2011,taxes,alt,0.012
2001,taxes,alt,0.016
2008,subsidies,alt,-0.0
2009,subsidies,alt,-0.0
2005,subsidies,alt,-0.0
2006,subsidies,alt,-0.0
2012,subsidies,alt,-0.0
2014,subsidies,alt,-0.0
2013,subsidies,alt,-0.0
1999,subsidies,alt,-0.0
2002,subsidies,alt,-0.0
2017,subsidies,alt,-0.0
2016,subsidies,alt,-0.0
2015,subsidies,alt,-0.0
1998,subsidies,alt,-0.0
2004,subsidies,alt,-0.0
2000,subsidies,alt,-0.0
1997,subsidies,alt,-0.0
2007,subsidies,alt,-0.0
2010,subsidies,alt,-0.0
2003,subsidies,alt,-0.0
2011,subsidies,alt,-0.0
2001,subsidies,alt,-0.0
2008,taxes,pmt,0.131
2009,taxes,pmt,0.091
2005,taxes,pmt,0.105
2006,taxes,pmt,0.113
2012,taxes,pmt,0.111
2014,taxes,pmt,0.11900000000000001
2013,taxes,pmt,0.113
1999,taxes,pmt,0.099
2002,taxes,pmt,0.08700000000000001
2017,taxes,pmt,0.117
2016,taxes,pmt,0.111
2015,taxes,pmt,0.11800000000000001
1998,taxes,pmt,0.099
2004,taxes,pmt,0.096
2000,taxes,pmt,0.101
1997,taxes,pmt,0.1
2007,taxes,pmt,0.131
2010,taxes,pmt,0.097
2003,taxes,pmt,0.08700000000000001
2011,taxes,pmt,0.105
2001,taxes,pmt,0.094
2008,subsidies,pmt,-0.0
2009,subsidies,pmt,-0.0
2005,subsidies,pmt,-0.0
2006,subsidies,pmt,-0.0
2012,subsidies,pmt,-0.0
2014,subsidies,pmt,-0.0
2013,subsidies,pmt,-0.0
1999,subsidies,pmt,-0.0
2002,subsidies,pmt,-0.0
2017,subsidies,pmt,-0.0
2016,subsidies,pmt,-0.0
2015,subsidies,pmt,-0.0
1998,subsidies,pmt,-0.0
2004,subsidies,pmt,-0.0
2000,subsidies,pmt,-0.0
1997,subsidies,pmt,-0.0
2007,subsidies,pmt,-0.0
2010,subsidies,pmt,-0.0
2003,subsidies,pmt,-0.0
2011,subsidies,pmt,-0.0
2001,subsidies,pmt,-0.0
2008,taxes,trk,0.487
2009,taxes,trk,0.48
2005,taxes,trk,0.419
2006,taxes,trk,0.47800000000000004
2012,taxes,trk,0.521
2014,taxes,trk,0.537
2013,taxes,trk,0.527
1999,taxes,trk,0.354
2002,taxes,trk,0.382
2017,taxes,trk,0.537
2016,taxes,trk,0.529
2015,taxes,trk,0.536
1998,taxes,trk,0.342
2004,taxes,trk,0.395
2000,taxes,trk,0.372
1997,taxes,trk,0.326
2007,taxes,trk,0.47300000000000003
2010,taxes,trk,0.492
2003,taxes,trk,0.39
2011,taxes,trk,0.497
2001,taxes,trk,0.371
2008,subsidies,trk,0.014
2009,subsidies,trk,0.006
2005,subsidies,trk,0.019
2006,subsidies,trk,0.051000000000000004
2012,subsidies,trk,-0.0
2014,subsidies,trk,-0.0
2013,subsidies,trk,-0.0
1999,subsidies,trk,-0.0
2002,subsidies,trk,-0.0
2017,subsidies,trk,-0.0
2016,subsidies,trk,-0.0
2015,subsidies,trk,-0.0
1998,subsidies,trk,-0.0
2004,subsidies,trk,0.02
2000,subsidies,trk,-0.0
1997,subsidies,trk,-0.0
2007,subsidies,trk,0.013000000000000001
2010,subsidies,trk,-0.0
2003,subsidies,trk,0.003
2011,subsidies,trk,-0.0
2001,subsidies,trk,-0.0
2008,taxes,fdd,0.0
2009,taxes,fdd,0.0
2005,taxes,fdd,0.0
2006,taxes,fdd,0.0
2012,taxes,fdd,0.0
2014,taxes,fdd,0.0
2013,taxes,fdd,0.0
1999,taxes,fdd,0.0
2002,taxes,fdd,0.0
2017,taxes,fdd,0.0
2016,taxes,fdd,0.0
2015,taxes,fdd,0.0
1998,taxes,fdd,0.0
2004,taxes,fdd,0.0
2000,taxes,fdd,0.0
1997,taxes,fdd,0.0
2007,taxes,fdd,0.0
2010,taxes,fdd,0.0
2003,taxes,fdd,0.0
2011,taxes,fdd,0.0
2001,taxes,fdd,0.0
2008,subsidies,fdd,-0.0
2009,subsidies,fdd,-0.0
2005,subsidies,fdd,-0.0
2006,subsidies,fdd,-0.0
2012,subsidies,fdd,-0.0
2014,subsidies,fdd,-0.0
2013,subsidies,fdd,-0.0
1999,subsidies,fdd,-0.0
2002,subsidies,fdd,-0.0
2017,subsidies,fdd,-0.0
2016,subsidies,fdd,-0.0
2015,subsidies,fdd,-0.0
1998,subsidies,fdd,-0.0
2004,subsidies,fdd,-0.0
2000,subsidies,fdd,-0.0
1997,subsidies,fdd,-0.0
2007,subsidies,fdd,-0.0
2010,subsidies,fdd,-0.0
2003,subsidies,fdd,-0.0
2011,subsidies,fdd,-0.0
2001,subsidies,fdd,-0.0
2008,taxes,gmt,34.527
2009,taxes,gmt,33.924
2005,taxes,gmt,31.29
2006,taxes,gmt,33.263
2012,taxes,gmt,34.622
2014,taxes,gmt,36.896
2013,taxes,gmt,35.832
1999,taxes,gmt,24.649
2002,taxes,gmt,25.756
2017,taxes,gmt,38.131
2016,taxes,gmt,37.746
2015,taxes,gmt,37.914
1998,taxes,gmt,23.716
2004,taxes,gmt,29.182000000000002
2000,taxes,gmt,26.077
1997,taxes,gmt,22.151
2007,taxes,gmt,33.848
2010,taxes,gmt,34.646
2003,taxes,gmt,27.474
2011,taxes,gmt,34.574
2001,taxes,gmt,27.208000000000002
2008,subsidies,gmt,-0.0
2009,subsidies,gmt,-0.0
2005,subsidies,gmt,-0.0
2006,subsidies,gmt,-0.0
2012,subsidies,gmt,-0.0
2014,subsidies,gmt,-0.0
2013,subsidies,gmt,-0.0
1999,subsidies,gmt,-0.0
2002,subsidies,gmt,-0.0
2017,subsidies,gmt,-0.0
2016,subsidies,gmt,-0.0
2015,subsidies,gmt,-0.0
1998,subsidies,gmt,-0.0
2004,subsidies,gmt,-0.0
2000,subsidies,gmt,-0.0
1997,subsidies,gmt,-0.0
2007,subsidies,gmt,-0.0
2010,subsidies,gmt,-0.0
2003,subsidies,gmt,-0.0
2011,subsidies,gmt,-0.0
2001,subsidies,gmt,-0.0
2008,taxes,wtt,0.189
2009,taxes,wtt,0.085
2005,taxes,wtt,0.093
2006,taxes,wtt,0.134
2012,taxes,wtt,0.14300000000000002
2014,taxes,wtt,0.212
2013,taxes,wtt,0.227
1999,taxes,wtt,0.152
2002,taxes,wtt,0.111
2017,taxes,wtt,0.17
2016,taxes,wtt,0.163
2015,taxes,wtt,0.20400000000000001
1998,taxes,wtt,0.121
2004,taxes,wtt,0.14100000000000001
2000,taxes,wtt,0.133
1997,taxes,wtt,0.139
2007,taxes,wtt,0.10200000000000001
2010,taxes,wtt,0.097
2003,taxes,wtt,0.113
2011,taxes,wtt,0.199
2001,taxes,wtt,0.115
2008,subsidies,wtt,0.28
2009,subsidies,wtt,0.449
2005,subsidies,wtt,0.482
2006,subsidies,wtt,0.646
2012,subsidies,wtt,0.505
2014,subsidies,wtt,0.07
2013,subsidies,wtt,0.14100000000000001
1999,subsidies,wtt,0.025
2002,subsidies,wtt,0.437
2017,subsidies,wtt,0.047
2016,subsidies,wtt,0.14400000000000002
2015,subsidies,wtt,0.04
1998,subsidies,wtt,0.052000000000000005
2004,subsidies,wtt,0.889
2000,subsidies,wtt,0.057
1997,subsidies,wtt,0.117
2007,subsidies,wtt,0.47400000000000003
2010,subsidies,wtt,0.202
2003,subsidies,wtt,0.337
2011,subsidies,wtt,0.23700000000000002
2001,subsidies,wtt,0.198
2008,taxes,wpd,0.10200000000000001
2009,taxes,wpd,0.079
2005,taxes,wpd,0.128
2006,taxes,wpd,0.134
2012,taxes,wpd,0.084
2014,taxes,wpd,0.101
2013,taxes,wpd,0.091
1999,taxes,wpd,0.092
2002,taxes,wpd,0.094
2017,taxes,wpd,0.116
2016,taxes,wpd,0.111
2015,taxes,wpd,0.107
1998,taxes,wpd,0.088
2004,taxes,wpd,0.113
2000,taxes,wpd,0.095
1997,taxes,wpd,0.082
2007,taxes,wpd,0.116
2010,taxes,wpd,0.079
2003,taxes,wpd,0.1
2011,taxes,wpd,0.082
2001,taxes,wpd,0.095
2008,subsidies,wpd,-0.0
2009,subsidies,wpd,-0.0
2005,subsidies,wpd,-0.0
2006,subsidies,wpd,-0.0
2012,subsidies,wpd,-0.0
2014,subsidies,wpd,-0.0
2013,subsidies,wpd,-0.0
1999,subsidies,wpd,-0.0
2002,subsidies,wpd,-0.0
2017,subsidies,wpd,-0.0
2016,subsidies,wpd,-0.0
2015,subsidies,wpd,-0.0
1998,subsidies,wpd,-0.0
2004,subsidies,wpd,-0.0
2000,subsidies,wpd,-0.0
1997,subsidies,wpd,-0.0
2007,subsidies,wpd,-0.0
2010,subsidies,wpd,-0.0
2003,subsidies,wpd,-0.0
2011,subsidies,wpd,-0.0
2001,subsidies,wpd,-0.0
2008,taxes,wht,161.762
2009,taxes,wht,147.562
2005,taxes,wht,152.56300000000002
2006,taxes,wht,161.877
2012,taxes,wht,181.55
2014,taxes,wht,196.77
2013,taxes,wht,191.065
1999,taxes,wht,124.822
2002,taxes,wht,128.144
2017,taxes,wht,209.497
2016,taxes,wht,202.198
2015,taxes,wht,201.0
1998,taxes,wht,120.735
2004,taxes,wht,142.746
2000,taxes,wht,128.016
1997,taxes,wht,116.04
2007,taxes,wht,162.508
2010,taxes,wht,159.719
2003,taxes,wht,133.886
2011,taxes,wht,174.27100000000002
2001,taxes,wht,126.629
2008,subsidies,wht,-0.0
2009,subsidies,wht,-0.0
2005,subsidies,wht,-0.0
2006,subsidies,wht,-0.0
2012,subsidies,wht,-0.0
2014,subsidies,wht,-0.0
2013,subsidies,wht,-0.0
1999,subsidies,wht,-0.0
2002,subsidies,wht,-0.0
2017,subsidies,wht,-0.0
2016,subsidies,wht,-0.0
2015,subsidies,wht,-0.0
1998,subsidies,wht,-0.0
2004,subsidies,wht,-0.0
2000,subsidies,wht,-0.0
1997,subsidies,wht,-0.0
2007,subsidies,wht,-0.0
2010,subsidies,wht,-0.0
2003,subsidies,wht,-0.0
2011,subsidies,wht,-0.0
2001,subsidies,wht,-0.0
2008,taxes,wrh,0.067
2009,taxes,wrh,0.065
2005,taxes,wrh,0.05
2006,taxes,wrh,0.057
2012,taxes,wrh,0.079
2014,taxes,wrh,0.096
2013,taxes,wrh,0.09
1999,taxes,wrh,0.037
2002,taxes,wrh,0.038
2017,taxes,wrh,0.125
2016,taxes,wrh,0.115
2015,taxes,wrh,0.105
1998,taxes,wrh,0.035
2004,taxes,wrh,0.046
2000,taxes,wrh,0.039
1997,taxes,wrh,0.033
2007,taxes,wrh,0.061
2010,taxes,wrh,0.069
2003,taxes,wrh,0.04
2011,taxes,wrh,0.074
2001,taxes,wrh,0.037
2008,subsidies,wrh,-0.0
2009,subsidies,wrh,-0.0
2005,subsidies,wrh,-0.0
2006,subsidies,wrh,-0.0
