yr,ir_supply,jc_supply,value
2003,soc,res,0.0
2011,soc,res,0.0
2001,soc,res,0.0
2008,alt,res,0.0
2009,alt,res,0.0
2005,alt,res,0.0
2006,alt,res,0.0
2012,alt,res,0.0
2014,alt,res,0.0
2013,alt,res,0.0
1999,alt,res,0.0
2002,alt,res,0.0
2017,alt,res,0.0
2016,alt,res,0.0
2015,alt,res,0.0
1998,alt,res,0.0
2004,alt,res,0.0
2000,alt,res,0.0
1997,alt,res,0.0
2007,alt,res,0.0
2010,alt,res,0.0
2003,alt,res,0.0
2011,alt,res,0.0
2001,alt,res,0.0
2008,pmt,res,0.0
2009,pmt,res,0.0
2005,pmt,res,0.0
2006,pmt,res,0.0
2012,pmt,res,0.0
2014,pmt,res,0.0
2013,pmt,res,0.0
1999,pmt,res,0.0
2002,pmt,res,0.0
2017,pmt,res,0.0
2016,pmt,res,0.0
2015,pmt,res,0.0
1998,pmt,res,0.0
2004,pmt,res,0.0
2000,pmt,res,0.0
1997,pmt,res,0.0
2007,pmt,res,0.0
2010,pmt,res,0.0
2003,pmt,res,0.0
2011,pmt,res,0.0
2001,pmt,res,0.0
2008,trk,res,0.0
2009,trk,res,0.0
2005,trk,res,0.0
2006,trk,res,0.0
2012,trk,res,0.0
2014,trk,res,0.0
2013,trk,res,0.0
1999,trk,res,0.0
2002,trk,res,0.0
2017,trk,res,0.0
2016,trk,res,0.0
2015,trk,res,0.0
1998,trk,res,0.0
2004,trk,res,0.0
2000,trk,res,0.0
1997,trk,res,0.0
2007,trk,res,0.0
2010,trk,res,0.0
2003,trk,res,0.0
2011,trk,res,0.0
2001,trk,res,0.0
2008,fdd,res,0.0
2009,fdd,res,0.0
2005,fdd,res,0.0
2006,fdd,res,0.0
2012,fdd,res,0.0
2014,fdd,res,0.0
2013,fdd,res,0.0
1999,fdd,res,0.0
2002,fdd,res,0.0
2017,fdd,res,0.0
2016,fdd,res,0.0
2015,fdd,res,0.0
1998,fdd,res,0.0
2004,fdd,res,0.0
2000,fdd,res,0.0
1997,fdd,res,0.0
2007,fdd,res,0.0
2010,fdd,res,0.0
2003,fdd,res,0.0
2011,fdd,res,0.0
2001,fdd,res,0.0
2008,gmt,res,0.0
2009,gmt,res,0.0
2005,gmt,res,0.0
2006,gmt,res,0.0
2012,gmt,res,0.0
2014,gmt,res,0.0
2013,gmt,res,0.0
1999,gmt,res,0.0
2002,gmt,res,0.0
2017,gmt,res,0.0
2016,gmt,res,0.0
2015,gmt,res,0.0
1998,gmt,res,0.0
2004,gmt,res,0.0
2000,gmt,res,0.0
1997,gmt,res,0.0
2007,gmt,res,0.0
2010,gmt,res,0.0
2003,gmt,res,0.0
2011,gmt,res,0.0
2001,gmt,res,0.0
2008,wtt,res,0.0
2009,wtt,res,0.0
2005,wtt,res,0.0
2006,wtt,res,0.0
2012,wtt,res,0.0
2014,wtt,res,0.0
2013,wtt,res,0.0
1999,wtt,res,0.0
2002,wtt,res,0.0
2017,wtt,res,0.0
2016,wtt,res,0.0
2015,wtt,res,0.0
1998,wtt,res,0.0
2004,wtt,res,0.0
2000,wtt,res,0.0
1997,wtt,res,0.0
2007,wtt,res,0.0
2010,wtt,res,0.0
2003,wtt,res,0.0
2011,wtt,res,0.0
2001,wtt,res,0.0
2008,wpd,res,0.0
2009,wpd,res,0.0
2005,wpd,res,0.0
2006,wpd,res,0.0
2012,wpd,res,0.0
2014,wpd,res,0.0
2013,wpd,res,0.0
1999,wpd,res,0.0
2002,wpd,res,0.0
2017,wpd,res,0.0
2016,wpd,res,0.0
2015,wpd,res,0.0
1998,wpd,res,0.0
2004,wpd,res,0.0
2000,wpd,res,0.0
1997,wpd,res,0.0
2007,wpd,res,0.0
2010,wpd,res,0.0
2003,wpd,res,0.0
2011,wpd,res,0.0
2001,wpd,res,0.0
2008,wht,res,0.0
2009,wht,res,0.0
2005,wht,res,0.0
2006,wht,res,0.0
2012,wht,res,0.0
2014,wht,res,0.0
2013,wht,res,0.0
1999,wht,res,0.0
2002,wht,res,0.0
2017,wht,res,0.0
2016,wht,res,0.0
2015,wht,res,0.0
1998,wht,res,0.0
2004,wht,res,0.0
2000,wht,res,0.0
1997,wht,res,0.0
2007,wht,res,0.0
2010,wht,res,0.0
2003,wht,res,0.0
2011,wht,res,0.0
2001,wht,res,0.0
2008,oth,res,0.0
2009,oth,res,0.0
2005,oth,res,0.0
2006,oth,res,0.0
2012,oth,res,0.0
2014,oth,res,0.0
2013,oth,res,0.0
1999,oth,res,0.0
2002,oth,res,0.0
2017,oth,res,0.0
2016,oth,res,0.0
2015,oth,res,0.0
1998,oth,res,0.0
2004,oth,res,0.0
2000,oth,res,0.0
1997,oth,res,0.0
2007,oth,res,0.0
2010,oth,res,0.0
2003,oth,res,0.0
2011,oth,res,0.0
2001,oth,res,0.0
2008,wrh,res,0.0
2009,wrh,res,0.0
2005,wrh,res,0.0
2006,wrh,res,0.0
2012,wrh,res,0.0
2014,wrh,res,0.0
2013,wrh,res,0.0
1999,wrh,res,0.0
2002,wrh,res,0.0
2017,wrh,res,0.0
2016,wrh,res,0.0
2015,wrh,res,0.0
1998,wrh,res,0.0
2004,wrh,res,0.0
2000,wrh,res,0.0
1997,wrh,res,0.0
2007,wrh,res,0.0
2010,wrh,res,0.0
2003,wrh,res,0.0
2011,wrh,res,0.0
2001,wrh,res,0.0
2008,ott,res,1.342
2009,ott,res,1.2550000000000001
2005,ott,res,1.16
2006,ott,res,1.289
2012,ott,res,1.2630000000000001
2014,ott,res,1.3920000000000001
2013,ott,res,1.31
1999,ott,res,0.555
2002,ott,res,0.873
2017,ott,res,1.621
2016,ott,res,1.556
2015,ott,res,1.497
1998,ott,res,0.509
2004,ott,res,1.06
2000,ott,res,0.664
1997,ott,res,0.437
2007,ott,res,1.552
2010,ott,res,1.234
2003,ott,res,0.96
2011,ott,res,1.258
2001,ott,res,0.763
2008,che,res,0.0
2009,che,res,0.0
2005,che,res,0.0
2006,che,res,0.0
2012,che,res,0.0
2014,che,res,0.0
2013,che,res,0.0
1999,che,res,0.0
2002,che,res,0.0
2017,che,res,0.0
2016,che,res,0.0
2015,che,res,0.0
1998,che,res,0.0
2004,che,res,0.0
2000,che,res,0.0
1997,che,res,0.0
2007,che,res,0.0
2010,che,res,0.0
2003,che,res,0.0
2011,che,res,0.0
2001,che,res,0.0
2008,air,res,0.0
2009,air,res,0.0
2005,air,res,0.0
2006,air,res,0.0
2012,air,res,0.0
2014,air,res,0.0
2013,air,res,0.0
1999,air,res,0.0
2002,air,res,0.0
2017,air,res,0.0
2016,air,res,0.0
2015,air,res,0.0
1998,air,res,0.0
2004,air,res,0.0
2000,air,res,0.0
1997,air,res,0.0
2007,air,res,0.0
2010,air,res,0.0
2003,air,res,0.0
2011,air,res,0.0
2001,air,res,0.0
2008,mmf,res,0.0
2009,mmf,res,0.0
2005,mmf,res,0.0
2006,mmf,res,0.0
2012,mmf,res,0.0
2014,mmf,res,0.0
2013,mmf,res,0.0
1999,mmf,res,0.0
2002,mmf,res,0.0
2017,mmf,res,0.0
2016,mmf,res,0.0
2015,mmf,res,0.0
1998,mmf,res,0.0
2004,mmf,res,0.0
2000,mmf,res,0.0
1997,mmf,res,0.0
2007,mmf,res,0.0
2010,mmf,res,0.0
2003,mmf,res,0.0
2011,mmf,res,0.0
2001,mmf,res,0.0
2008,otr,res,0.0
2009,otr,res,0.0
2005,otr,res,0.0
2006,otr,res,0.0
2012,otr,res,0.0
2014,otr,res,0.0
2013,otr,res,0.0
1999,otr,res,0.0
2002,otr,res,0.0
2017,otr,res,0.0
2016,otr,res,0.0
2015,otr,res,0.0
1998,otr,res,0.0
2004,otr,res,0.0
2000,otr,res,0.0
1997,otr,res,0.0
2007,otr,res,0.0
2010,otr,res,0.0
2003,otr,res,0.0
2011,otr,res,0.0
2001,otr,res,0.0
2008,min,res,0.0
2009,min,res,0.0
2005,min,res,0.0
2006,min,res,0.0
2012,min,res,0.0
2014,min,res,0.0
2013,min,res,0.0
1999,min,res,0.0
2002,min,res,0.0
2017,min,res,0.0
2016,min,res,0.0
2015,min,res,0.0
1998,min,res,0.0
2004,min,res,0.0
2000,min,res,0.0
1997,min,res,0.0
2007,min,res,0.0
2010,min,res,0.0
2003,min,res,0.0
2011,min,res,0.0
2001,min,res,0.0
2008,TotalBasic,res,497.693
2009,TotalBasic,res,494.64
2005,TotalBasic,res,446.06
2006,TotalBasic,res,470.19800000000004
2012,TotalBasic,res,577.926
2014,TotalBasic,res,638.917
2013,TotalBasic,res,600.63
1999,TotalBasic,res,322.284
2002,TotalBasic,res,381.825
2017,TotalBasic,res,760.081
2016,TotalBasic,res,723.328
2015,TotalBasic,res,690.58
1998,TotalBasic,res,306.711
2004,TotalBasic,res,424.957
2000,TotalBasic,res,347.213
1997,TotalBasic,res,289.384
2007,TotalBasic,res,487.922
2010,TotalBasic,res,510.836
2003,TotalBasic,res,400.969
2011,TotalBasic,res,544.705
2001,TotalBasic,res,361.773
2008,ppd,amb,0.0
2009,ppd,amb,0.0
2005,ppd,amb,0.0
2006,ppd,amb,0.0
2012,ppd,amb,0.0
2014,ppd,amb,0.0
2013,ppd,amb,0.0
1999,ppd,amb,0.0
2002,ppd,amb,0.0
2017,ppd,amb,0.0
2016,ppd,amb,0.0
2015,ppd,amb,0.0
1998,ppd,amb,0.0
2004,ppd,amb,0.0
2000,ppd,amb,0.0
1997,ppd,amb,0.0
2007,ppd,amb,0.0
2010,ppd,amb,0.0
2003,ppd,amb,0.0
2011,ppd,amb,0.0
2001,ppd,amb,0.0
2008,res,amb,0.17200000000000001
2009,res,amb,0.17200000000000001
2005,res,amb,0.16
2006,res,amb,0.164
2012,res,amb,0.164
2014,res,amb,0.17300000000000001
2013,res,amb,0.165
1999,res,amb,0.094
2002,res,amb,0.14
2017,res,amb,0.2
2016,res,amb,0.192
2015,res,amb,0.183
1998,res,amb,0.078
2004,res,amb,0.155
2000,res,amb,0.105
1997,res,amb,0.075
2007,res,amb,0.168
2010,res,amb,0.171
2003,res,amb,0.148
2011,res,amb,0.171
2001,res,amb,0.12
2008,com,amb,0.495
2009,com,amb,0.52
2005,com,amb,0.309
2006,com,amb,0.252
2012,com,amb,0.681
2014,com,amb,0.6890000000000001
2013,com,amb,0.742
1999,com,amb,0.154
2002,com,amb,0.179
2017,com,amb,0.916
2016,com,amb,0.868
2015,com,amb,0.758
1998,com,amb,0.17300000000000001
2004,com,amb,0.309
2000,com,amb,0.11
1997,com,amb,0.243
2007,com,amb,0.394
2010,com,amb,0.549
2003,com,amb,0.251
2011,com,amb,0.651
2001,com,amb,0.058
2008,amb,amb,732.673
2009,amb,amb,760.942
2005,amb,amb,631.97
2006,amb,amb,660.414
2012,amb,amb,856.309
2014,amb,amb,895.4830000000001
2013,amb,amb,861.845
1999,amb,amb,419.18
2002,amb,amb,521.0840000000001
2017,amb,amb,1029.753
2016,amb,amb,989.7180000000001
2015,amb,amb,943.232
1998,amb,amb,401.92400000000004
2004,amb,amb,597.128
2000,amb,amb,445.958
1997,amb,amb,382.771
2007,amb,amb,695.289
2010,amb,amb,790.596
2003,amb,amb,557.66
2011,amb,amb,821.384
2001,amb,amb,485.079
2008,fbp,amb,0.0
2009,fbp,amb,0.0
2005,fbp,amb,0.0
2006,fbp,amb,0.0
2012,fbp,amb,0.0
2014,fbp,amb,0.0
2013,fbp,amb,0.0
1999,fbp,amb,0.0
2002,fbp,amb,0.0
2017,fbp,amb,0.0
2016,fbp,amb,0.0
2015,fbp,amb,0.0
1998,fbp,amb,0.0
2004,fbp,amb,0.0
2000,fbp,amb,0.0
1997,fbp,amb,0.0
2007,fbp,amb,0.0
2010,fbp,amb,0.0
2003,fbp,amb,0.0
2011,fbp,amb,0.0
2001,fbp,amb,0.0
2008,rec,amb,0.0
2009,rec,amb,0.0
2005,rec,amb,0.0
2006,rec,amb,0.0
2012,rec,amb,0.0
2014,rec,amb,0.0
2013,rec,amb,0.0
1999,rec,amb,0.0
2002,rec,amb,0.0
2017,rec,amb,0.0
2016,rec,amb,0.0
2015,rec,amb,0.0
1998,rec,amb,0.0
2004,rec,amb,0.0
2000,rec,amb,0.0
1997,rec,amb,0.0
2007,rec,amb,0.0
2010,rec,amb,0.0
2003,rec,amb,0.0
2011,rec,amb,0.0
2001,rec,amb,0.0
2008,con,amb,0.59
2009,con,amb,0.402
2005,con,amb,0.481
2006,con,amb,0.27
2012,con,amb,0.19
2014,con,amb,0.356
2013,con,amb,0.249
1999,con,amb,0.255
2002,con,amb,0.265
2017,con,amb,0.39
2016,con,amb,0.305
2015,con,amb,0.391
1998,con,amb,0.213
2004,con,amb,0.419
2000,con,amb,0.261
1997,con,amb,0.20600000000000002
2007,con,amb,0.453
2010,con,amb,0.394
2003,con,amb,0.28400000000000003
2011,con,amb,0.134
2001,con,amb,0.23600000000000002
2008,agr,amb,0.0
2009,agr,amb,0.0
2005,agr,amb,0.0
2006,agr,amb,0.0
2012,agr,amb,0.0
2014,agr,amb,0.0
2013,agr,amb,0.0
1999,agr,amb,0.0
2002,agr,amb,0.0
2017,agr,amb,0.0
2016,agr,amb,0.0
2015,agr,amb,0.0
1998,agr,amb,0.0
2004,agr,amb,0.0
2000,agr,amb,0.0
1997,agr,amb,0.0
2007,agr,amb,0.0
2010,agr,amb,0.0
2003,agr,amb,0.0
2011,agr,amb,0.0
2001,agr,amb,0.0
2008,eec,amb,0.0
2009,eec,amb,0.0
2005,eec,amb,0.0
2006,eec,amb,0.0
2012,eec,amb,0.0
2014,eec,amb,0.0
2013,eec,amb,0.0
1999,eec,amb,0.0
2002,eec,amb,0.0
2017,eec,amb,0.0
2016,eec,amb,0.0
2015,eec,amb,0.0
1998,eec,amb,0.0
2004,eec,amb,0.0
2000,eec,amb,0.0
1997,eec,amb,0.0
2007,eec,amb,0.0
2010,eec,amb,0.0
2003,eec,amb,0.0
2011,eec,amb,0.0
2001,eec,amb,0.0
2008,use,amb,0.0
2009,use,amb,0.0
2005,use,amb,0.0
2006,use,amb,0.0
2012,use,amb,0.0
2014,use,amb,0.0
2013,use,amb,0.0
1999,use,amb,0.0
2002,use,amb,0.0
2017,use,amb,0.0
2016,use,amb,0.0
2015,use,amb,0.0
1998,use,amb,0.0
2004,use,amb,0.0
2000,use,amb,0.0
1997,use,amb,0.0
2007,use,amb,0.0
2010,use,amb,0.0
2003,use,amb,0.0
2011,use,amb,0.0
2001,use,amb,0.0
2008,fnd,amb,0.0
2009,fnd,amb,0.0
2005,fnd,amb,0.0
2006,fnd,amb,0.0
2012,fnd,amb,0.0
2014,fnd,amb,0.0
2013,fnd,amb,0.0
1999,fnd,amb,0.0
2002,fnd,amb,0.0
2017,fnd,amb,0.0
2016,fnd,amb,0.0
2015,fnd,amb,0.0
1998,fnd,amb,0.0
2004,fnd,amb,0.0
2000,fnd,amb,0.0
1997,fnd,amb,0.0
2007,fnd,amb,0.0
2010,fnd,amb,0.0
2003,fnd,amb,0.0
2011,fnd,amb,0.0
2001,fnd,amb,0.0
2008,pub,amb,0.0
2009,pub,amb,0.0
2005,pub,amb,0.0
2006,pub,amb,0.0
2012,pub,amb,0.0
2014,pub,amb,0.0
2013,pub,amb,0.0
1999,pub,amb,0.0
2002,pub,amb,0.0
2017,pub,amb,0.0
2016,pub,amb,0.0
2015,pub,amb,0.0
1998,pub,amb,0.0
2004,pub,amb,0.0
2000,pub,amb,0.0
1997,pub,amb,0.0
2007,pub,amb,0.0
2010,pub,amb,0.0
2003,pub,amb,0.0
2011,pub,amb,0.0
2001,pub,amb,0.0
2008,hou,amb,0.0
2009,hou,amb,0.0
2005,hou,amb,0.0
2006,hou,amb,0.0
2012,hou,amb,0.0
2014,hou,amb,0.0
2013,hou,amb,0.0
1999,hou,amb,0.0
2002,hou,amb,0.0
2017,hou,amb,0.0
2016,hou,amb,0.0
2015,hou,amb,0.0
1998,hou,amb,0.0
2004,hou,amb,0.0
2000,hou,amb,0.0
1997,hou,amb,0.0
2007,hou,amb,0.0
2010,hou,amb,0.0
2003,hou,amb,0.0
2011,hou,amb,0.0
2001,hou,amb,0.0
2008,fbt,amb,0.0
2009,fbt,amb,0.0
2005,fbt,amb,0.0
2006,fbt,amb,0.0
2012,fbt,amb,0.0
2014,fbt,amb,0.0
2013,fbt,amb,0.0
1999,fbt,amb,0.0
2002,fbt,amb,0.0
2017,fbt,amb,0.0
2016,fbt,amb,0.0
2015,fbt,amb,0.0
1998,fbt,amb,0.0
2004,fbt,amb,0.0
2000,fbt,amb,0.0
1997,fbt,amb,0.0
2007,fbt,amb,0.0
2010,fbt,amb,0.0
2003,fbt,amb,0.0
2011,fbt,amb,0.0
2001,fbt,amb,0.0
2008,ins,amb,0.0
2009,ins,amb,0.0
2005,ins,amb,0.0
2006,ins,amb,0.0
2012,ins,amb,0.0
2014,ins,amb,0.0
2013,ins,amb,0.0
1999,ins,amb,0.0
2002,ins,amb,0.0
2017,ins,amb,0.0
2016,ins,amb,0.0
2015,ins,amb,0.0
1998,ins,amb,0.0
2004,ins,amb,0.0
2000,ins,amb,0.0
1997,ins,amb,0.0
2007,ins,amb,0.0
2010,ins,amb,0.0
2003,ins,amb,0.0
2011,ins,amb,0.0
2001,ins,amb,0.0
2008,tex,amb,0.0
2009,tex,amb,0.0
2005,tex,amb,0.0
2006,tex,amb,0.0
2012,tex,amb,0.0
2014,tex,amb,0.0
2013,tex,amb,0.0
1999,tex,amb,0.0
2002,tex,amb,0.0
2017,tex,amb,0.0
2016,tex,amb,0.0
2015,tex,amb,0.0
1998,tex,amb,0.0
2004,tex,amb,0.0
2000,tex,amb,0.0
1997,tex,amb,0.0
2007,tex,amb,0.0
2010,tex,amb,0.0
2003,tex,amb,0.0
2011,tex,amb,0.0
2001,tex,amb,0.0
2008,leg,amb,0.0
2009,leg,amb,0.0
2005,leg,amb,0.0
2006,leg,amb,0.0
2012,leg,amb,0.0
2014,leg,amb,0.0
2013,leg,amb,0.0
1999,leg,amb,0.0
2002,leg,amb,0.0
2017,leg,amb,0.0
2016,leg,amb,0.0
2015,leg,amb,0.0
1998,leg,amb,0.0
2004,leg,amb,0.0
2000,leg,amb,0.0
1997,leg,amb,0.0
2007,leg,amb,0.0
2010,leg,amb,0.0
2003,leg,amb,0.0
2011,leg,amb,0.0
2001,leg,amb,0.0
2008,fen,amb,0.0
2009,fen,amb,0.0
2005,fen,amb,0.0
2006,fen,amb,0.0
2012,fen,amb,0.0
2014,fen,amb,0.0
2013,fen,amb,0.0
1999,fen,amb,0.0
2002,fen,amb,0.0
2017,fen,amb,0.0
2016,fen,amb,0.0
2015,fen,amb,0.0
1998,fen,amb,0.0
2004,fen,amb,0.0
2000,fen,amb,0.0
1997,fen,amb,0.0
2007,fen,amb,0.0
2010,fen,amb,0.0
2003,fen,amb,0.0
2011,fen,amb,0.0
2001,fen,amb,0.0
2008,uti,amb,0.0
2009,uti,amb,0.0
2005,uti,amb,0.0
2006,uti,amb,0.0
2012,uti,amb,0.0
2014,uti,amb,0.0
2013,uti,amb,0.0
1999,uti,amb,0.0
2002,uti,amb,0.0
2017,uti,amb,0.0
2016,uti,amb,0.0
2015,uti,amb,0.0
1998,uti,amb,0.0
2004,uti,amb,0.0
2000,uti,amb,0.0
1997,uti,amb,0.0
2007,uti,amb,0.0
2010,uti,amb,0.0
2003,uti,amb,0.0
2011,uti,amb,0.0
2001,uti,amb,0.0
2008,nmp,amb,0.0
2009,nmp,amb,0.0
2005,nmp,amb,0.0
2006,nmp,amb,0.0
2012,nmp,amb,0.0
2014,nmp,amb,0.0
2013,nmp,amb,0.0
1999,nmp,amb,0.0
2002,nmp,amb,0.0
2017,nmp,amb,0.0
2016,nmp,amb,0.0
2015,nmp,amb,0.0
1998,nmp,amb,0.0
2004,nmp,amb,0.0
2000,nmp,amb,0.0
1997,nmp,amb,0.0
2007,nmp,amb,0.0
2010,nmp,amb,0.0
2003,nmp,amb,0.0
2011,nmp,amb,0.0
2001,nmp,amb,0.0
2008,brd,amb,0.0
2009,brd,amb,0.0
2005,brd,amb,0.0
2006,brd,amb,0.0
2012,brd,amb,0.0
2014,brd,amb,0.0
2013,brd,amb,0.0
1999,brd,amb,0.0
2002,brd,amb,0.0
2017,brd,amb,0.0
2016,brd,amb,0.0
2015,brd,amb,0.0
1998,brd,amb,0.0
2004,brd,amb,0.0
2000,brd,amb,0.0
1997,brd,amb,0.0
2007,brd,amb,0.0
2010,brd,amb,0.0
2003,brd,amb,0.0
2011,brd,amb,0.0
2001,brd,amb,0.0
2008,bnk,amb,0.0
2009,bnk,amb,0.0
2005,bnk,amb,0.0
2006,bnk,amb,0.0
2012,bnk,amb,0.0
2014,bnk,amb,0.0
2013,bnk,amb,0.0
1999,bnk,amb,0.0
2002,bnk,amb,0.0
2017,bnk,amb,0.0
2016,bnk,amb,0.0
2015,bnk,amb,0.0
1998,bnk,amb,0.0
2004,bnk,amb,0.0
2000,bnk,amb,0.0
1997,bnk,amb,0.0
2007,bnk,amb,0.0
2010,bnk,amb,0.0
2003,bnk,amb,0.0
2011,bnk,amb,0.0
2001,bnk,amb,0.0
2008,ore,amb,0.0
2009,ore,amb,0.0
2005,ore,amb,0.0
2006,ore,amb,0.0
2012,ore,amb,0.0
2014,ore,amb,0.0
2013,ore,amb,0.0
1999,ore,amb,0.0
2002,ore,amb,0.0
2017,ore,amb,0.0
2016,ore,amb,0.0
2015,ore,amb,0.0
1998,ore,amb,0.0
2004,ore,amb,0.0
2000,ore,amb,0.0
1997,ore,amb,0.0
2007,ore,amb,0.0
2010,ore,amb,0.0
2003,ore,amb,0.0
2011,ore,amb,0.0
2001,ore,amb,0.0
2008,edu,amb,0.0
2009,edu,amb,0.0
2005,edu,amb,0.0
2006,edu,amb,0.0
2012,edu,amb,0.0
2014,edu,amb,0.0
2013,edu,amb,0.0
1999,edu,amb,0.0
2002,edu,amb,0.0
2017,edu,amb,0.0
2016,edu,amb,0.0
2015,edu,amb,0.0
1998,edu,amb,0.0
2004,edu,amb,0.0
2000,edu,amb,0.0
1997,edu,amb,0.0
2007,edu,amb,0.0
2010,edu,amb,0.0
2003,edu,amb,0.0
2011,edu,amb,0.0
2001,edu,amb,0.0
2008,ote,amb,0.0
2009,ote,amb,0.0
2005,ote,amb,0.0
2006,ote,amb,0.0
2012,ote,amb,0.0
2014,ote,amb,0.0
2013,ote,amb,0.0
1999,ote,amb,0.0
2002,ote,amb,0.0
2017,ote,amb,0.0
2016,ote,amb,0.0
2015,ote,amb,0.0
1998,ote,amb,0.0
2004,ote,amb,0.0
2000,ote,amb,0.0
1997,ote,amb,0.0
2007,ote,amb,0.0
2010,ote,amb,0.0
2003,ote,amb,0.0
2011,ote,amb,0.0
2001,ote,amb,0.0
2008,man,amb,0.0
2009,man,amb,0.0
2005,man,amb,0.0
2006,man,amb,0.0
2012,man,amb,0.0
2014,man,amb,0.0
2013,man,amb,0.0
1999,man,amb,0.0
2002,man,amb,0.0
2017,man,amb,0.0
2016,man,amb,0.0
2015,man,amb,0.0
1998,man,amb,0.0
2004,man,amb,0.0
2000,man,amb,0.0
1997,man,amb,0.0
2007,man,amb,0.0
2010,man,amb,0.0
2003,man,amb,0.0
2011,man,amb,0.0
2001,man,amb,0.0
2008,mch,amb,0.0
2009,mch,amb,0.0
2005,mch,amb,0.0
2006,mch,amb,0.0
2012,mch,amb,0.0
2014,mch,amb,0.0
2013,mch,amb,0.0
1999,mch,amb,0.0
2002,mch,amb,0.0
2017,mch,amb,0.0
2016,mch,amb,0.0
2015,mch,amb,0.0
1998,mch,amb,0.0
2004,mch,amb,0.0
2000,mch,amb,0.0
1997,mch,amb,0.0
2007,mch,amb,0.0
2010,mch,amb,0.0
2003,mch,amb,0.0
2011,mch,amb,0.0
2001,mch,amb,0.0
2008,dat,amb,0.0
2009,dat,amb,0.0
2005,dat,amb,0.0
2006,dat,amb,0.0
2012,dat,amb,0.0
2014,dat,amb,0.0
2013,dat,amb,0.0
1999,dat,amb,0.0
2002,dat,amb,0.0
2017,dat,amb,0.0
2016,dat,amb,0.0
2015,dat,amb,0.0
1998,dat,amb,0.0
2004,dat,amb,0.0
2000,dat,amb,0.0
1997,dat,amb,0.0
2007,dat,amb,0.0
2010,dat,amb,0.0
2003,dat,amb,0.0
2011,dat,amb,0.0
2001,dat,amb,0.0
2008,amd,amb,0.0
2009,amd,amb,0.0
2005,amd,amb,0.0
2006,amd,amb,0.0
2012,amd,amb,0.0
2014,amd,amb,0.0
2013,amd,amb,0.0
1999,amd,amb,0.0
2002,amd,amb,0.0
2017,amd,amb,0.0
2016,amd,amb,0.0
2015,amd,amb,0.0
1998,amd,amb,0.0
2004,amd,amb,0.0
2000,amd,amb,0.0
1997,amd,amb,0.0
2007,amd,amb,0.0
2010,amd,amb,0.0
2003,amd,amb,0.0
2011,amd,amb,0.0
2001,amd,amb,0.0
2008,oil,amb,0.0
2009,oil,amb,0.0
2005,oil,amb,0.0
2006,oil,amb,0.0
2012,oil,amb,0.0
2014,oil,amb,0.0
2013,oil,amb,0.0
1999,oil,amb,0.0
2002,oil,amb,0.0
2017,oil,amb,0.0
2016,oil,amb,0.0
2015,oil,amb,0.0
1998,oil,amb,0.0
2004,oil,amb,0.0
2000,oil,amb,0.0
1997,oil,amb,0.0
2007,oil,amb,0.0
2010,oil,amb,0.0
2003,oil,amb,0.0
2011,oil,amb,0.0
2001,oil,amb,0.0
2008,hos,amb,0.0
2009,hos,amb,0.0
2005,hos,amb,0.0
2006,hos,amb,0.0
2012,hos,amb,0.0
2014,hos,amb,0.0
2013,hos,amb,0.0
1999,hos,amb,0.0
2002,hos,amb,0.0
2017,hos,amb,0.0
2016,hos,amb,0.0
2015,hos,amb,0.0
1998,hos,amb,0.0
2004,hos,amb,0.0
2000,hos,amb,0.0
1997,hos,amb,0.0
2007,hos,amb,0.0
2010,hos,amb,0.0
2003,hos,amb,0.0
2011,hos,amb,0.0
2001,hos,amb,0.0
2008,rnt,amb,3.446
2009,rnt,amb,3.248
2005,rnt,amb,2.597
2006,rnt,amb,3.1
2012,rnt,amb,2.551
2014,rnt,amb,2.691
2013,rnt,amb,2.588
1999,rnt,amb,0.865
2002,rnt,amb,1.311
2017,rnt,amb,3.082
2016,rnt,amb,2.968
2015,rnt,amb,2.835
1998,rnt,amb,0.751
2004,rnt,amb,2.174
2000,rnt,amb,0.9470000000000001
1997,rnt,amb,0.609
2007,rnt,amb,3.6790000000000003
2010,rnt,amb,3.025
2003,rnt,amb,1.679
2011,rnt,amb,2.793
2001,rnt,amb,1.123
2008,pla,amb,0.0
2009,pla,amb,0.0
2005,pla,amb,0.0
2006,pla,amb,0.0
2012,pla,amb,0.0
2014,pla,amb,0.0
2013,pla,amb,0.0
1999,pla,amb,0.0
2002,pla,amb,0.0
2017,pla,amb,0.0
2016,pla,amb,0.0
2015,pla,amb,0.0
1998,pla,amb,0.0
2004,pla,amb,0.0
2000,pla,amb,0.0
1997,pla,amb,0.0
2007,pla,amb,0.0
2010,pla,amb,0.0
2003,pla,amb,0.0
2011,pla,amb,0.0
2001,pla,amb,0.0
2008,fof,amb,0.0
2009,fof,amb,0.0
2005,fof,amb,0.0
2006,fof,amb,0.0
2012,fof,amb,0.0
2014,fof,amb,0.0
2013,fof,amb,0.0
1999,fof,amb,0.0
2002,fof,amb,0.0
2017,fof,amb,0.0
2016,fof,amb,0.0
2015,fof,amb,0.0
1998,fof,amb,0.0
2004,fof,amb,0.0
2000,fof,amb,0.0
1997,fof,amb,0.0
2007,fof,amb,0.0
2010,fof,amb,0.0
2003,fof,amb,0.0
2011,fof,amb,0.0
2001,fof,amb,0.0
2008,fin,amb,0.0
2009,fin,amb,0.0
2005,fin,amb,0.0
2006,fin,amb,0.0
2012,fin,amb,0.0
2014,fin,amb,0.0
