yr,ir_use,jc_use,value
2002,wpd,state_intelprop,0.0
2017,wpd,state_intelprop,0.0
2016,wpd,state_intelprop,0.0
2015,wpd,state_intelprop,0.0
1998,wpd,state_intelprop,0.0
2004,wpd,state_intelprop,0.0
2000,wpd,state_intelprop,0.0
1997,wpd,state_intelprop,0.0
2007,wpd,state_intelprop,0.0
2010,wpd,state_intelprop,0.0
2003,wpd,state_intelprop,0.0
2011,wpd,state_intelprop,0.0
2001,wpd,state_intelprop,0.0
2008,wht,state_intelprop,0.0
2009,wht,state_intelprop,0.0
2005,wht,state_intelprop,0.0
2006,wht,state_intelprop,0.0
2012,wht,state_intelprop,0.0
2014,wht,state_intelprop,0.0
2013,wht,state_intelprop,0.0
1999,wht,state_intelprop,0.0
2002,wht,state_intelprop,0.0
2017,wht,state_intelprop,0.0
2016,wht,state_intelprop,0.0
2015,wht,state_intelprop,0.0
1998,wht,state_intelprop,0.0
2004,wht,state_intelprop,0.0
2000,wht,state_intelprop,0.0
1997,wht,state_intelprop,0.0
2007,wht,state_intelprop,0.0
2010,wht,state_intelprop,0.0
2003,wht,state_intelprop,0.0
2011,wht,state_intelprop,0.0
2001,wht,state_intelprop,0.0
2008,oth,state_intelprop,0.0
2009,oth,state_intelprop,0.0
2005,oth,state_intelprop,0.0
2006,oth,state_intelprop,0.0
2012,oth,state_intelprop,0.0
2014,oth,state_intelprop,0.0
2013,oth,state_intelprop,0.0
1999,oth,state_intelprop,0.0
2002,oth,state_intelprop,0.0
2017,oth,state_intelprop,0.0
2016,oth,state_intelprop,0.0
2015,oth,state_intelprop,0.0
1998,oth,state_intelprop,0.0
2004,oth,state_intelprop,0.0
2000,oth,state_intelprop,0.0
1997,oth,state_intelprop,0.0
2007,oth,state_intelprop,0.0
2010,oth,state_intelprop,0.0
2003,oth,state_intelprop,0.0
2011,oth,state_intelprop,0.0
2001,oth,state_intelprop,0.0
2008,wrh,state_intelprop,0.0
2009,wrh,state_intelprop,0.0
2005,wrh,state_intelprop,0.0
2006,wrh,state_intelprop,0.0
2012,wrh,state_intelprop,0.0
2014,wrh,state_intelprop,0.0
2013,wrh,state_intelprop,0.0
1999,wrh,state_intelprop,0.0
2002,wrh,state_intelprop,0.0
2017,wrh,state_intelprop,0.0
2016,wrh,state_intelprop,0.0
2015,wrh,state_intelprop,0.0
1998,wrh,state_intelprop,0.0
2004,wrh,state_intelprop,0.0
2000,wrh,state_intelprop,0.0
1997,wrh,state_intelprop,0.0
2007,wrh,state_intelprop,0.0
2010,wrh,state_intelprop,0.0
2003,wrh,state_intelprop,0.0
2011,wrh,state_intelprop,0.0
2001,wrh,state_intelprop,0.0
2008,ott,state_intelprop,0.0
2009,ott,state_intelprop,0.0
2005,ott,state_intelprop,0.0
2006,ott,state_intelprop,0.0
2012,ott,state_intelprop,0.0
2014,ott,state_intelprop,0.0
2013,ott,state_intelprop,0.0
1999,ott,state_intelprop,0.0
2002,ott,state_intelprop,0.0
2017,ott,state_intelprop,0.0
2016,ott,state_intelprop,0.0
2015,ott,state_intelprop,0.0
1998,ott,state_intelprop,0.0
2004,ott,state_intelprop,0.0
2000,ott,state_intelprop,0.0
1997,ott,state_intelprop,0.0
2007,ott,state_intelprop,0.0
2010,ott,state_intelprop,0.0
2003,ott,state_intelprop,0.0
2011,ott,state_intelprop,0.0
2001,ott,state_intelprop,0.0
2008,che,state_intelprop,0.0
2009,che,state_intelprop,0.0
2005,che,state_intelprop,0.0
2006,che,state_intelprop,0.0
2012,che,state_intelprop,0.0
2014,che,state_intelprop,0.0
2013,che,state_intelprop,0.0
1999,che,state_intelprop,0.0
2002,che,state_intelprop,0.0
2017,che,state_intelprop,0.0
2016,che,state_intelprop,0.0
2015,che,state_intelprop,0.0
1998,che,state_intelprop,0.0
2004,che,state_intelprop,0.0
2000,che,state_intelprop,0.0
1997,che,state_intelprop,0.0
2007,che,state_intelprop,0.0
2010,che,state_intelprop,0.0
2003,che,state_intelprop,0.0
2011,che,state_intelprop,0.0
2001,che,state_intelprop,0.0
2008,air,state_intelprop,0.0
2009,air,state_intelprop,0.0
2005,air,state_intelprop,0.0
2006,air,state_intelprop,0.0
2012,air,state_intelprop,0.0
2014,air,state_intelprop,0.0
2013,air,state_intelprop,0.0
1999,air,state_intelprop,0.0
2002,air,state_intelprop,0.0
2017,air,state_intelprop,0.0
2016,air,state_intelprop,0.0
2015,air,state_intelprop,0.0
1998,air,state_intelprop,0.0
2004,air,state_intelprop,0.0
2000,air,state_intelprop,0.0
1997,air,state_intelprop,0.0
2007,air,state_intelprop,0.0
2010,air,state_intelprop,0.0
2003,air,state_intelprop,0.0
2011,air,state_intelprop,0.0
2001,air,state_intelprop,0.0
2008,mmf,state_intelprop,0.0
2009,mmf,state_intelprop,0.0
2005,mmf,state_intelprop,0.0
2006,mmf,state_intelprop,0.0
2012,mmf,state_intelprop,0.0
2014,mmf,state_intelprop,0.0
2013,mmf,state_intelprop,0.0
1999,mmf,state_intelprop,0.0
2002,mmf,state_intelprop,0.0
2017,mmf,state_intelprop,0.0
2016,mmf,state_intelprop,0.0
2015,mmf,state_intelprop,0.0
1998,mmf,state_intelprop,0.0
2004,mmf,state_intelprop,0.0
2000,mmf,state_intelprop,0.0
1997,mmf,state_intelprop,0.0
2007,mmf,state_intelprop,0.0
2010,mmf,state_intelprop,0.0
2003,mmf,state_intelprop,0.0
2011,mmf,state_intelprop,0.0
2001,mmf,state_intelprop,0.0
2008,otr,state_intelprop,0.0
2009,otr,state_intelprop,0.0
2005,otr,state_intelprop,0.0
2006,otr,state_intelprop,0.0
2012,otr,state_intelprop,0.0
2014,otr,state_intelprop,0.0
2013,otr,state_intelprop,0.0
1999,otr,state_intelprop,0.0
2002,otr,state_intelprop,0.0
2017,otr,state_intelprop,0.0
2016,otr,state_intelprop,0.0
2015,otr,state_intelprop,0.0
1998,otr,state_intelprop,0.0
2004,otr,state_intelprop,0.0
2000,otr,state_intelprop,0.0
1997,otr,state_intelprop,0.0
2007,otr,state_intelprop,0.0
2010,otr,state_intelprop,0.0
2003,otr,state_intelprop,0.0
2011,otr,state_intelprop,0.0
2001,otr,state_intelprop,0.0
2008,min,state_intelprop,0.0
2009,min,state_intelprop,0.0
2005,min,state_intelprop,0.0
2006,min,state_intelprop,0.0
2012,min,state_intelprop,0.0
2014,min,state_intelprop,0.0
2013,min,state_intelprop,0.0
1999,min,state_intelprop,0.0
2002,min,state_intelprop,0.0
2017,min,state_intelprop,0.0
2016,min,state_intelprop,0.0
2015,min,state_intelprop,0.0
1998,min,state_intelprop,0.0
2004,min,state_intelprop,0.0
2000,min,state_intelprop,0.0
1997,min,state_intelprop,0.0
2007,min,state_intelprop,0.0
2010,min,state_intelprop,0.0
2003,min,state_intelprop,0.0
2011,min,state_intelprop,0.0
2001,min,state_intelprop,0.0
2008,othtax,state_intelprop,0.0
2009,othtax,state_intelprop,0.0
2005,othtax,state_intelprop,0.0
2006,othtax,state_intelprop,0.0
2012,othtax,state_intelprop,0.0
2014,othtax,state_intelprop,0.0
2013,othtax,state_intelprop,0.0
1999,othtax,state_intelprop,0.0
2002,othtax,state_intelprop,0.0
2017,othtax,state_intelprop,0.0
2016,othtax,state_intelprop,0.0
2015,othtax,state_intelprop,0.0
1998,othtax,state_intelprop,0.0
2004,othtax,state_intelprop,0.0
2000,othtax,state_intelprop,0.0
1997,othtax,state_intelprop,0.0
2007,othtax,state_intelprop,0.0
2010,othtax,state_intelprop,0.0
2003,othtax,state_intelprop,0.0
2011,othtax,state_intelprop,0.0
2001,othtax,state_intelprop,0.0
2008,surplus,state_intelprop,0.0
2009,surplus,state_intelprop,0.0
2005,surplus,state_intelprop,0.0
2006,surplus,state_intelprop,0.0
2012,surplus,state_intelprop,0.0
2014,surplus,state_intelprop,0.0
2013,surplus,state_intelprop,0.0
1999,surplus,state_intelprop,0.0
2002,surplus,state_intelprop,0.0
2017,surplus,state_intelprop,0.0
2016,surplus,state_intelprop,0.0
2015,surplus,state_intelprop,0.0
1998,surplus,state_intelprop,0.0
2004,surplus,state_intelprop,0.0
2000,surplus,state_intelprop,0.0
1997,surplus,state_intelprop,0.0
2007,surplus,state_intelprop,0.0
2010,surplus,state_intelprop,0.0
2003,surplus,state_intelprop,0.0
2011,surplus,state_intelprop,0.0
2001,surplus,state_intelprop,0.0
2008,compen,state_intelprop,0.0
2009,compen,state_intelprop,0.0
2005,compen,state_intelprop,0.0
2006,compen,state_intelprop,0.0
2012,compen,state_intelprop,0.0
2014,compen,state_intelprop,0.0
2013,compen,state_intelprop,0.0
1999,compen,state_intelprop,0.0
2002,compen,state_intelprop,0.0
2017,compen,state_intelprop,0.0
2016,compen,state_intelprop,0.0
2015,compen,state_intelprop,0.0
1998,compen,state_intelprop,0.0
2004,compen,state_intelprop,0.0
2000,compen,state_intelprop,0.0
1997,compen,state_intelprop,0.0
2007,compen,state_intelprop,0.0
2010,compen,state_intelprop,0.0
2003,compen,state_intelprop,0.0
2011,compen,state_intelprop,0.0
2001,compen,state_intelprop,0.0
2008,taxes,state_intelprop,0.0
2009,taxes,state_intelprop,0.0
2005,taxes,state_intelprop,0.0
2006,taxes,state_intelprop,0.0
2012,taxes,state_intelprop,0.0
2014,taxes,state_intelprop,0.0
2013,taxes,state_intelprop,0.0
1999,taxes,state_intelprop,0.0
2002,taxes,state_intelprop,0.0
2017,taxes,state_intelprop,0.0
2016,taxes,state_intelprop,0.0
2015,taxes,state_intelprop,0.0
1998,taxes,state_intelprop,0.0
2004,taxes,state_intelprop,0.0
2000,taxes,state_intelprop,0.0
1997,taxes,state_intelprop,0.0
2007,taxes,state_intelprop,0.0
2010,taxes,state_intelprop,0.0
2003,taxes,state_intelprop,0.0
2011,taxes,state_intelprop,0.0
2001,taxes,state_intelprop,0.0
2008,subsidies,state_intelprop,0.0
2009,subsidies,state_intelprop,0.0
2005,subsidies,state_intelprop,0.0
2006,subsidies,state_intelprop,0.0
2012,subsidies,state_intelprop,0.0
2014,subsidies,state_intelprop,0.0
2013,subsidies,state_intelprop,0.0
1999,subsidies,state_intelprop,0.0
2002,subsidies,state_intelprop,0.0
2017,subsidies,state_intelprop,0.0
2016,subsidies,state_intelprop,0.0
2015,subsidies,state_intelprop,0.0
1998,subsidies,state_intelprop,0.0
2004,subsidies,state_intelprop,0.0
2000,subsidies,state_intelprop,0.0
1997,subsidies,state_intelprop,0.0
2007,subsidies,state_intelprop,0.0
2010,subsidies,state_intelprop,0.0
2003,subsidies,state_intelprop,0.0
2011,subsidies,state_intelprop,0.0
2001,subsidies,state_intelprop,0.0
2008,interm,state_intelprop,28.275000000000002
2009,interm,state_intelprop,28.308
2005,interm,state_intelprop,22.656
2006,interm,state_intelprop,24.67
2012,interm,state_intelprop,29.612000000000002
2014,interm,state_intelprop,32.841
2013,interm,state_intelprop,31.474
1999,interm,state_intelprop,16.534
2002,interm,state_intelprop,19.412
2017,interm,state_intelprop,36.925000000000004
2016,interm,state_intelprop,35.493
2015,interm,state_intelprop,34.311
1998,interm,state_intelprop,15.465
2004,interm,state_intelprop,21.481
2000,interm,state_intelprop,18.124
1997,interm,state_intelprop,14.252
2007,interm,state_intelprop,26.618000000000002
2010,interm,state_intelprop,27.87
2003,interm,state_intelprop,20.36
2011,interm,state_intelprop,28.956
2001,interm,state_intelprop,19.11
2008,basicvalueadded,state_intelprop,0.0
2009,basicvalueadded,state_intelprop,0.0
2005,basicvalueadded,state_intelprop,0.0
2006,basicvalueadded,state_intelprop,0.0
2012,basicvalueadded,state_intelprop,0.0
2014,basicvalueadded,state_intelprop,0.0
2013,basicvalueadded,state_intelprop,0.0
1999,basicvalueadded,state_intelprop,0.0
2002,basicvalueadded,state_intelprop,0.0
2017,basicvalueadded,state_intelprop,0.0
2016,basicvalueadded,state_intelprop,0.0
2015,basicvalueadded,state_intelprop,0.0
1998,basicvalueadded,state_intelprop,0.0
2004,basicvalueadded,state_intelprop,0.0
2000,basicvalueadded,state_intelprop,0.0
1997,basicvalueadded,state_intelprop,0.0
2007,basicvalueadded,state_intelprop,0.0
2010,basicvalueadded,state_intelprop,0.0
2003,basicvalueadded,state_intelprop,0.0
2011,basicvalueadded,state_intelprop,0.0
2001,basicvalueadded,state_intelprop,0.0
2008,industryoutput,state_intelprop,0.0
2009,industryoutput,state_intelprop,0.0
2005,industryoutput,state_intelprop,0.0
2006,industryoutput,state_intelprop,0.0
2012,industryoutput,state_intelprop,0.0
2014,industryoutput,state_intelprop,0.0
2013,industryoutput,state_intelprop,0.0
1999,industryoutput,state_intelprop,0.0
2002,industryoutput,state_intelprop,0.0
2017,industryoutput,state_intelprop,0.0
2016,industryoutput,state_intelprop,0.0
2015,industryoutput,state_intelprop,0.0
1998,industryoutput,state_intelprop,0.0
2004,industryoutput,state_intelprop,0.0
2000,industryoutput,state_intelprop,0.0
1997,industryoutput,state_intelprop,0.0
2007,industryoutput,state_intelprop,0.0
2010,industryoutput,state_intelprop,0.0
2003,industryoutput,state_intelprop,0.0
2011,industryoutput,state_intelprop,0.0
2001,industryoutput,state_intelprop,0.0
2008,valueadded,state_intelprop,0.0
2009,valueadded,state_intelprop,0.0
2005,valueadded,state_intelprop,0.0
2006,valueadded,state_intelprop,0.0
2012,valueadded,state_intelprop,0.0
2014,valueadded,state_intelprop,0.0
2013,valueadded,state_intelprop,0.0
1999,valueadded,state_intelprop,0.0
2002,valueadded,state_intelprop,0.0
2017,valueadded,state_intelprop,0.0
2016,valueadded,state_intelprop,0.0
2015,valueadded,state_intelprop,0.0
1998,valueadded,state_intelprop,0.0
2004,valueadded,state_intelprop,0.0
2000,valueadded,state_intelprop,0.0
1997,valueadded,state_intelprop,0.0
2007,valueadded,state_intelprop,0.0
2010,valueadded,state_intelprop,0.0
2003,valueadded,state_intelprop,0.0
2011,valueadded,state_intelprop,0.0
2001,valueadded,state_intelprop,0.0
2008,ppd,intelprop,0.0
2009,ppd,intelprop,0.0
2005,ppd,intelprop,0.0
2006,ppd,intelprop,0.0
2012,ppd,intelprop,0.0
2014,ppd,intelprop,0.0
2013,ppd,intelprop,0.0
1999,ppd,intelprop,0.0
2002,ppd,intelprop,0.0
2017,ppd,intelprop,0.0
2016,ppd,intelprop,0.0
2015,ppd,intelprop,0.0
1998,ppd,intelprop,0.0
2004,ppd,intelprop,0.0
2000,ppd,intelprop,0.0
1997,ppd,intelprop,0.0
2007,ppd,intelprop,0.0
2010,ppd,intelprop,0.0
2003,ppd,intelprop,0.0
2011,ppd,intelprop,0.0
2001,ppd,intelprop,0.0
2008,res,intelprop,0.0
2009,res,intelprop,0.0
2005,res,intelprop,0.0
2006,res,intelprop,0.0
2012,res,intelprop,0.0
2014,res,intelprop,0.0
2013,res,intelprop,0.0
1999,res,intelprop,0.0
2002,res,intelprop,0.0
2017,res,intelprop,0.0
2016,res,intelprop,0.0
2015,res,intelprop,0.0
1998,res,intelprop,0.0
2004,res,intelprop,0.0
2000,res,intelprop,0.0
1997,res,intelprop,0.0
2007,res,intelprop,0.0
2010,res,intelprop,0.0
2003,res,intelprop,0.0
2011,res,intelprop,0.0
2001,res,intelprop,0.0
2008,com,intelprop,136.893
2009,com,intelprop,137.368
2005,com,intelprop,103.528
2006,com,intelprop,112.57600000000001
2012,com,intelprop,169.328
2014,com,intelprop,181.395
2013,com,intelprop,173.996
1999,com,intelprop,85.901
2002,com,intelprop,88.977
2017,com,intelprop,206.565
2016,com,intelprop,194.354
2015,com,intelprop,182.72
1998,com,intelprop,65.899
2004,com,intelprop,95.46600000000001
2000,com,intelprop,100.33500000000001
1997,com,intelprop,58.873000000000005
2007,com,intelprop,126.018
2010,com,intelprop,146.121
2003,com,intelprop,89.892
2011,com,intelprop,158.09
2001,com,intelprop,99.337
2008,amb,intelprop,0.0
2009,amb,intelprop,0.0
2005,amb,intelprop,0.0
2006,amb,intelprop,0.0
2012,amb,intelprop,0.0
2014,amb,intelprop,0.0
2013,amb,intelprop,0.0
1999,amb,intelprop,0.0
2002,amb,intelprop,0.0
2017,amb,intelprop,0.0
2016,amb,intelprop,0.0
2015,amb,intelprop,0.0
1998,amb,intelprop,0.0
2004,amb,intelprop,0.0
2000,amb,intelprop,0.0
1997,amb,intelprop,0.0
2007,amb,intelprop,0.0
2010,amb,intelprop,0.0
2003,amb,intelprop,0.0
2011,amb,intelprop,0.0
2001,amb,intelprop,0.0
2008,fbp,intelprop,0.0
2009,fbp,intelprop,0.0
2005,fbp,intelprop,0.0
2006,fbp,intelprop,0.0
2012,fbp,intelprop,0.0
2014,fbp,intelprop,0.0
2013,fbp,intelprop,0.0
1999,fbp,intelprop,0.0
2002,fbp,intelprop,0.0
2017,fbp,intelprop,0.0
2016,fbp,intelprop,0.0
2015,fbp,intelprop,0.0
1998,fbp,intelprop,0.0
2004,fbp,intelprop,0.0
2000,fbp,intelprop,0.0
1997,fbp,intelprop,0.0
2007,fbp,intelprop,0.0
2010,fbp,intelprop,0.0
2003,fbp,intelprop,0.0
2011,fbp,intelprop,0.0
2001,fbp,intelprop,0.0
2008,rec,intelprop,0.0
2009,rec,intelprop,0.0
2005,rec,intelprop,0.0
2006,rec,intelprop,0.0
2012,rec,intelprop,0.0
2014,rec,intelprop,0.0
2013,rec,intelprop,0.0
1999,rec,intelprop,0.0
2002,rec,intelprop,0.0
2017,rec,intelprop,0.0
2016,rec,intelprop,0.0
2015,rec,intelprop,0.0
1998,rec,intelprop,0.0
2004,rec,intelprop,0.0
2000,rec,intelprop,0.0
1997,rec,intelprop,0.0
2007,rec,intelprop,0.0
2010,rec,intelprop,0.0
2003,rec,intelprop,0.0
2011,rec,intelprop,0.0
2001,rec,intelprop,0.0
2008,con,intelprop,0.0
2009,con,intelprop,0.0
2005,con,intelprop,0.0
2006,con,intelprop,0.0
2012,con,intelprop,0.0
2014,con,intelprop,0.0
2013,con,intelprop,0.0
1999,con,intelprop,0.0
2002,con,intelprop,0.0
2017,con,intelprop,0.0
2016,con,intelprop,0.0
2015,con,intelprop,0.0
1998,con,intelprop,0.0
2004,con,intelprop,0.0
2000,con,intelprop,0.0
1997,con,intelprop,0.0
2007,con,intelprop,0.0
2010,con,intelprop,0.0
2003,con,intelprop,0.0
2011,con,intelprop,0.0
2001,con,intelprop,0.0
2008,agr,intelprop,0.0
2009,agr,intelprop,0.0
2005,agr,intelprop,0.0
2006,agr,intelprop,0.0
2012,agr,intelprop,0.0
2014,agr,intelprop,0.0
2013,agr,intelprop,0.0
1999,agr,intelprop,0.0
2002,agr,intelprop,0.0
2017,agr,intelprop,0.0
2016,agr,intelprop,0.0
2015,agr,intelprop,0.0
1998,agr,intelprop,0.0
2004,agr,intelprop,0.0
2000,agr,intelprop,0.0
1997,agr,intelprop,0.0
2007,agr,intelprop,0.0
2010,agr,intelprop,0.0
2003,agr,intelprop,0.0
2011,agr,intelprop,0.0
2001,agr,intelprop,0.0
2008,eec,intelprop,0.0
2009,eec,intelprop,0.0
2005,eec,intelprop,0.0
2006,eec,intelprop,0.0
2012,eec,intelprop,0.0
2014,eec,intelprop,0.0
2013,eec,intelprop,0.0
1999,eec,intelprop,0.0
2002,eec,intelprop,0.0
2017,eec,intelprop,0.0
2016,eec,intelprop,0.0
2015,eec,intelprop,0.0
1998,eec,intelprop,0.0
2004,eec,intelprop,0.0
2000,eec,intelprop,0.0
1997,eec,intelprop,0.0
2007,eec,intelprop,0.0
2010,eec,intelprop,0.0
2003,eec,intelprop,0.0
2011,eec,intelprop,0.0
2001,eec,intelprop,0.0
2008,use,intelprop,0.0
2009,use,intelprop,0.0
2005,use,intelprop,0.0
2006,use,intelprop,0.0
2012,use,intelprop,0.0
2014,use,intelprop,0.0
2013,use,intelprop,0.0
1999,use,intelprop,0.0
2002,use,intelprop,0.0
2017,use,intelprop,0.0
2016,use,intelprop,0.0
2015,use,intelprop,0.0
1998,use,intelprop,0.0
2004,use,intelprop,0.0
2000,use,intelprop,0.0
1997,use,intelprop,0.0
2007,use,intelprop,0.0
2010,use,intelprop,0.0
2003,use,intelprop,0.0
2011,use,intelprop,0.0
2001,use,intelprop,0.0
2008,fnd,intelprop,0.0
2009,fnd,intelprop,0.0
2005,fnd,intelprop,0.0
2006,fnd,intelprop,0.0
2012,fnd,intelprop,0.0
2014,fnd,intelprop,0.0
2013,fnd,intelprop,0.0
1999,fnd,intelprop,0.0
2002,fnd,intelprop,0.0
2017,fnd,intelprop,0.0
2016,fnd,intelprop,0.0
2015,fnd,intelprop,0.0
1998,fnd,intelprop,0.0
2004,fnd,intelprop,0.0
2000,fnd,intelprop,0.0
1997,fnd,intelprop,0.0
2007,fnd,intelprop,0.0
2010,fnd,intelprop,0.0
2003,fnd,intelprop,0.0
2011,fnd,intelprop,0.0
2001,fnd,intelprop,0.0
2008,pub,intelprop,77.311
2009,pub,intelprop,77.611
2005,pub,intelprop,70.186
2006,pub,intelprop,71.245
2012,pub,intelprop,91.646
2014,pub,intelprop,107.693
2013,pub,intelprop,99.459
1999,pub,intelprop,52.383
2002,pub,intelprop,62.532000000000004
2017,pub,intelprop,128.633
2016,pub,intelprop,124.327
2015,pub,intelprop,116.49600000000001
1998,pub,intelprop,45.753
2004,pub,intelprop,65.986
2000,pub,intelprop,57.034
1997,pub,intelprop,37.408
2007,pub,intelprop,72.614
2010,pub,intelprop,76.291
2003,pub,intelprop,64.773
2011,pub,intelprop,85.016
2001,pub,intelprop,58.935
2008,hou,intelprop,0.0
2009,hou,intelprop,0.0
2005,hou,intelprop,0.0
2006,hou,intelprop,0.0
2012,hou,intelprop,0.0
2014,hou,intelprop,0.0
2013,hou,intelprop,0.0
1999,hou,intelprop,0.0
2002,hou,intelprop,0.0
2017,hou,intelprop,0.0
2016,hou,intelprop,0.0
2015,hou,intelprop,0.0
1998,hou,intelprop,0.0
2004,hou,intelprop,0.0
2000,hou,intelprop,0.0
1997,hou,intelprop,0.0
2007,hou,intelprop,0.0
2010,hou,intelprop,0.0
2003,hou,intelprop,0.0
2011,hou,intelprop,0.0
2001,hou,intelprop,0.0
2008,ins,intelprop,0.0
2009,ins,intelprop,0.0
2005,ins,intelprop,0.0
2006,ins,intelprop,0.0
2012,ins,intelprop,0.0
2014,ins,intelprop,0.0
2013,ins,intelprop,0.0
1999,ins,intelprop,0.0
2002,ins,intelprop,0.0
2017,ins,intelprop,0.0
2016,ins,intelprop,0.0
2015,ins,intelprop,0.0
1998,ins,intelprop,0.0
2004,ins,intelprop,0.0
2000,ins,intelprop,0.0
1997,ins,intelprop,0.0
2007,ins,intelprop,0.0
2010,ins,intelprop,0.0
2003,ins,intelprop,0.0
2011,ins,intelprop,0.0
2001,ins,intelprop,0.0
2008,tex,intelprop,0.0
2009,tex,intelprop,0.0
2005,tex,intelprop,0.0
2006,tex,intelprop,0.0
2012,tex,intelprop,0.0
2014,tex,intelprop,0.0
2013,tex,intelprop,0.0
1999,tex,intelprop,0.0
2002,tex,intelprop,0.0
2017,tex,intelprop,0.0
2016,tex,intelprop,0.0
2015,tex,intelprop,0.0
1998,tex,intelprop,0.0
2004,tex,intelprop,0.0
2000,tex,intelprop,0.0
1997,tex,intelprop,0.0
2007,tex,intelprop,0.0
2010,tex,intelprop,0.0
2003,tex,intelprop,0.0
2011,tex,intelprop,0.0
2001,tex,intelprop,0.0
2008,leg,intelprop,0.0
2009,leg,intelprop,0.0
2005,leg,intelprop,0.0
2006,leg,intelprop,0.0
2012,leg,intelprop,0.0
2014,leg,intelprop,0.0
2013,leg,intelprop,0.0
1999,leg,intelprop,0.0
2002,leg,intelprop,0.0
2017,leg,intelprop,0.0
2016,leg,intelprop,0.0
2015,leg,intelprop,0.0
1998,leg,intelprop,0.0
2004,leg,intelprop,0.0
2000,leg,intelprop,0.0
1997,leg,intelprop,0.0
2007,leg,intelprop,0.0
2010,leg,intelprop,0.0
2003,leg,intelprop,0.0
2011,leg,intelprop,0.0
2001,leg,intelprop,0.0
2008,fen,intelprop,0.0
2009,fen,intelprop,0.0
2005,fen,intelprop,0.0
2006,fen,intelprop,0.0
2012,fen,intelprop,0.0
2014,fen,intelprop,0.0
2013,fen,intelprop,0.0
1999,fen,intelprop,0.0
2002,fen,intelprop,0.0
2017,fen,intelprop,0.0
2016,fen,intelprop,0.0
2015,fen,intelprop,0.0
1998,fen,intelprop,0.0
2004,fen,intelprop,0.0
2000,fen,intelprop,0.0
1997,fen,intelprop,0.0
2007,fen,intelprop,0.0
2010,fen,intelprop,0.0
2003,fen,intelprop,0.0
2011,fen,intelprop,0.0
2001,fen,intelprop,0.0
2008,uti,intelprop,0.0
2009,uti,intelprop,0.0
2005,uti,intelprop,0.0
2006,uti,intelprop,0.0
2012,uti,intelprop,0.0
2014,uti,intelprop,0.0
2013,uti,intelprop,0.0
1999,uti,intelprop,0.0
2002,uti,intelprop,0.0
2017,uti,intelprop,0.0
2016,uti,intelprop,0.0
2015,uti,intelprop,0.0
1998,uti,intelprop,0.0
2004,uti,intelprop,0.0
2000,uti,intelprop,0.0
1997,uti,intelprop,0.0
2007,uti,intelprop,0.0
2010,uti,intelprop,0.0
2003,uti,intelprop,0.0
2011,uti,intelprop,0.0
2001,uti,intelprop,0.0
2008,nmp,intelprop,0.0
2009,nmp,intelprop,0.0
2005,nmp,intelprop,0.0
2006,nmp,intelprop,0.0
2012,nmp,intelprop,0.0
2014,nmp,intelprop,0.0
2013,nmp,intelprop,0.0
1999,nmp,intelprop,0.0
2002,nmp,intelprop,0.0
2017,nmp,intelprop,0.0
2016,nmp,intelprop,0.0
2015,nmp,intelprop,0.0
1998,nmp,intelprop,0.0
2004,nmp,intelprop,0.0
2000,nmp,intelprop,0.0
1997,nmp,intelprop,0.0
2007,nmp,intelprop,0.0
2010,nmp,intelprop,0.0
2003,nmp,intelprop,0.0
2011,nmp,intelprop,0.0
2001,nmp,intelprop,0.0
2008,brd,intelprop,19.187
2009,brd,intelprop,19.158
2005,brd,intelprop,19.43
2006,brd,intelprop,20.066
2012,brd,intelprop,23.236
2014,brd,intelprop,25.221
2013,brd,intelprop,23.686
1999,brd,intelprop,12.851
2002,brd,intelprop,15.012
2017,brd,intelprop,29.668
2016,brd,intelprop,28.485
2015,brd,intelprop,26.951
1998,brd,intelprop,11.953
2004,brd,intelprop,16.737000000000002
2000,brd,intelprop,13.474
1997,brd,intelprop,11.251
2007,brd,intelprop,19.984
2010,brd,intelprop,20.615000000000002
2003,brd,intelprop,16.368000000000002
2011,brd,intelprop,21.362000000000002
2001,brd,intelprop,13.586
2008,bnk,intelprop,0.0
2009,bnk,intelprop,0.0
2005,bnk,intelprop,0.0
2006,bnk,intelprop,0.0
2012,bnk,intelprop,0.0
2014,bnk,intelprop,0.0
2013,bnk,intelprop,0.0
1999,bnk,intelprop,0.0
2002,bnk,intelprop,0.0
2017,bnk,intelprop,0.0
2016,bnk,intelprop,0.0
2015,bnk,intelprop,0.0
1998,bnk,intelprop,0.0
2004,bnk,intelprop,0.0
2000,bnk,intelprop,0.0
1997,bnk,intelprop,0.0
2007,bnk,intelprop,0.0
2010,bnk,intelprop,0.0
2003,bnk,intelprop,0.0
2011,bnk,intelprop,0.0
2001,bnk,intelprop,0.0
2008,ore,intelprop,0.0
2009,ore,intelprop,0.0
2005,ore,intelprop,0.0
2006,ore,intelprop,0.0
2012,ore,intelprop,0.0
2014,ore,intelprop,0.0
2013,ore,intelprop,0.0
1999,ore,intelprop,0.0
2002,ore,intelprop,0.0
2017,ore,intelprop,0.0
2016,ore,intelprop,0.0
2015,ore,intelprop,0.0
1998,ore,intelprop,0.0
2004,ore,intelprop,0.0
2000,ore,intelprop,0.0
1997,ore,intelprop,0.0
2007,ore,intelprop,0.0
2010,ore,intelprop,0.0
2003,ore,intelprop,0.0
2011,ore,intelprop,0.0
2001,ore,intelprop,0.0
2008,edu,intelprop,0.0
